name,lane,kind,area,address,website,lat,lon,wikidata,image_license,image_local_path
22,Social & nightlife,Pub,Reykjavik,,,64.1456313,-21.9291732,,,
Ægir,Social & nightlife,Pub,Reykjavik,,,64.1463922,-21.9327839,,,
American Bar,Social & nightlife,Pub,Austurstræti,"Austurstræti 8-10, 101 Reykjavík",,64.1476951,-21.940116,,,
Áslákur,Social & nightlife,Pub,Reykjavik,,,64.166874,-21.6927207,,,
Auto,Social & nightlife,Nightclub,Reykjavik,,https://www.autoclub.is/,64.1469101,-21.9372464,,,
Billiardbarinn,Social & nightlife,Pub,Reykjavik,,,64.1287706,-21.8660783,,,
Bird,Social & nightlife,Pub,Reykjavik,,,64.1486444,-21.9398559,,,
BrewDog,Social & nightlife,Pub,Reykjavik,,https://www.brewdog.com/bars/worldwide/reykjavik,64.14547,-21.9246286,,,
Café Bar 8,Social & nightlife,Bar,Reykjavik,,,64.1052642,-21.8150646,,,
Catalina,Social & nightlife,Pub,Hamraborg,"Hamraborg 11, 200 Kópavogur",https://www.facebook.com/Cafe-Catalina-117306961641876,64.1126745,-21.9022563,,,
Classik Rock,Social & nightlife,Pub,Reykjavik,,,64.1388421,-21.885631,,,
Crystal Champagne Bar,Social & nightlife,Pub,Reykjavik,,,64.1487969,-21.9404036,,,
Daisy,Social & nightlife,Bar,Ingólfsstræti,"Ingólfsstræti 8, 101",,64.1463017,-21.9340774,,,
Den Danske Kro,Social & nightlife,Pub,Reykjavik,,,64.1463823,-21.9336621,,,
Dillon,Social & nightlife,Bar,Reykjavik,,https://www.dillon.is/,64.1452697,-21.9274726,,,
Dillon sportbar,Social & nightlife,Pub,Reykjavik,,,64.0796716,-21.9459867,,,
Djúpið,Social & nightlife,Bar,Reykjavik,,,64.1481484,-21.9380614,,,
Domo,Social & nightlife,Bar,Reykjavik,,,64.1463368,-21.9345772,,,
Drykk,Social & nightlife,Bar,Reykjavik,,,64.1477478,-21.9381537,,,
Efri,Social & nightlife,Bar,Drafnarfell,"Drafnarfell 14-18, 111",https://www.facebook.com/p/EFRI-61574648773864/,64.1012646,-21.8237901,,,
Einstök Bar,Social & nightlife,Bar,Laugavegur,Laugavegur 10,,64.1461094,-21.9314276,,,
Ellý,Social & nightlife,Bar,Reykjavik,,,64.1460455,-21.9311763,,,
Enski barinn / English Pub,Social & nightlife,Pub,Flatahraun,"Flatahraun 5a, 220 Hafnarfjörður",https://enskibarinn.is/,64.0757376,-21.9471992,,,
Forsetinn,Social & nightlife,Pub,Reykjavik,,,64.1447328,-21.9239287,,,
Freyja Bistro Pub,Social & nightlife,Pub,Frakkastígur,"Frakkastígur 9, 101 Reykjavík",,64.1451145,-21.924592,,,
Gamli Gaukurinn,Social & nightlife,Pub,Reykjavik,,,64.148706,-21.9401271,,,
Gilligogg,Social & nightlife,Bar,Reykjavik,,,64.1474988,-21.9391727,,,
Gullöldin,Social & nightlife,Pub,Hverafold,"Hverafold 5, 112",,64.1341151,-21.7983662,,,
HAX,Social & nightlife,Nightclub,Reykjavik,,,64.1466042,-21.9306686,,,
Hlemmur Square,Social & nightlife,Bar,Laugavegur,"Laugavegur 105, 105 Reykjavík",,64.1432038,-21.9150377,,,
Íslenski Barinn,Social & nightlife,Pub,Ingólfsstræti,"Ingólfsstræti 1a, 101 Reykjavík",https://islenskibarinn.is/,64.146924,-21.933137,,,
Kaffibarinn,Social & nightlife,Pub,Reykjavik,,,64.1459542,-21.9313261,,,
Kaldi Bar,Social & nightlife,Pub,Klapparstígur,"Klapparstígur 40, 101 Reykjavík",http://www.kaldibar.com/,64.1455213,-21.9295271,,,
KíKí Queer Bar,Social & nightlife,Bar,Laugavegur,"Laugavegur 22, 101 Reykjavík",http://www.kiki.is/,64.145577,-21.9292401,,,
Klaustur Bar,Social & nightlife,Pub,Reykjavik,,,64.1464162,-21.9397348,,,
Klúbburinn Gullinbrú,Social & nightlife,Pub,Stórhöfði,"Stórhöfði 17, 110",,64.1290068,-21.8107316,,,
Kramber,Social & nightlife,Bar,Reykjavik,,,64.1453369,-21.9322797,,,
Lebowski Bar,Social & nightlife,Bar,Laugavegur,"Laugavegur 20a, 101 Reykjavík",https://www.lebowskibar.is,64.1456877,-21.9296579,,,
Lemmy,Social & nightlife,Bar,Reykjavik,,,64.1473923,-21.9378544,,,
Loft bar,Social & nightlife,Bar,Bankastræti,"Bankastræti 7, 101",,64.1467805,-21.9338254,,,
Lux,Social & nightlife,Nightclub,Reykjavík,Reykjavík,,64.1478956,-21.9399249,,,
Matbar,Social & nightlife,Pub,Reykjavik,,https://Matbar.is,64.1465577,-21.9303364,,,
Mengi,Social & nightlife,Nightclub,Reykjavik,,https://mengi.net/,64.1449558,-21.9316947,,,
Miami,Social & nightlife,Bar,Hverfisgata,"Hverfisgata 33, 101 Reykjavík",,64.1465811,-21.9292615,,,
Micro Bar,Social & nightlife,Pub,Vesturgata,"Vesturgata 2, 101 Reykjavík",,64.1434869,-21.9182958,,,
Moe's Bar,Social & nightlife,Pub,Jafnasel,"Jafnasel 6, 109",http://www.moesbar.is,64.0974073,-21.8257199,,,
Oche Reykjavík,Social & nightlife,Pub,Kringlan,"Kringlan 4-12, 103 Reykjavík",https://oche.com/is/reykjavik,64.1297482,-21.8949001,,,
Ölsmiðjan,Social & nightlife,Pub,Reykjavik,,,64.1462611,-21.938343,,,
Ölstofa,Social & nightlife,Pub,Vegamótastígur,"Vegamótastígur 4, 101 Reykjavík",,64.1455718,-21.9309694,,,
Pablo Discobar,Social & nightlife,Bar,Reykjavik,,http://www.burro.is,64.1481537,-21.9405294,,,
Paloma,Social & nightlife,Nightclub,Reykjavik,,https://www.facebook.com/BarPaloma,64.1485844,-21.9403003,,,
Petersen svítan,Social & nightlife,Bar,Ingólfsstræti,"Ingólfsstræti 2a, 101 Reykjavík",,64.1469153,-21.9335769,,,
Players,Social & nightlife,Pub,Reykjavik,,,64.0995583,-21.875753,,,
Port 9,Social & nightlife,Bar,Reykjavik,,,64.146443,-21.9269998,,,
Prikið,Social & nightlife,Pub,Reykjavik,,,64.1465256,-21.9335808,,,
Publin,Social & nightlife,Pub,Reykjavik,,,64.1098725,-21.8582765,,,
Radar Reykjavik,Social & nightlife,Nightclub,Reykjavik,,,64.1486536,-21.9402086,,,
Reykjavík Bar,Social & nightlife,Bar,Reykjavik,,,64.1452033,-21.9245539,,,
Reykjavík Sportbar,Social & nightlife,Bar,Reykjavik,,,64.1461519,-21.9281718,,,
Röntgen,Social & nightlife,Pub,Reykjavik,,,64.1470956,-21.9329716,,,
RVK Bruggfélag Tónabíó,Social & nightlife,Pub,Skipholt,"Skipholt 33, 105 Reykjavík",https://www.rvkbruggfelag.is/tonabio,64.1403774,-21.8996936,,,
Sæmundur í Sparifötunum KEX,Social & nightlife,Pub,Reykjavik,,,64.1454825,-21.9195562,,,
Session Craft Bar,Social & nightlife,Bar,Bankastræti,"Bankastræti 14, 101 Reykjavík",https://www.sessionrvk.is/,64.1463633,-21.9332237,,,
Skuggi,Social & nightlife,Bar,Reykjavik,,,64.1471929,-21.9386596,,,
Skúli Craft,Social & nightlife,Pub,Aðalstræti,"Aðalstræti 9, 101 Reykjavík",,64.1475268,-21.9416336,,,
SKÝ Restaurant & Bar,Social & nightlife,Bar,Ingólfsstræti,"Ingólfsstræti 1, 101 Reykjavík",,64.1492129,-21.9307235,,,
Slippbarinn,Social & nightlife,Bar,Mýrargata,"Mýrargata 2, 101 Reykjavík",https://www.icelandairhotels.com/hotels/reykjavikmarina,64.1510227,-21.9461185,,,
Snorrabar,Social & nightlife,Bar,Reykjavik,,,64.1407051,-21.9196424,,,
Sólon,Social & nightlife,Bar,Reykjavik,,,64.1467658,-21.933708,,,
Sport & grill,Social & nightlife,Bar,Reykjavik,,,64.1007582,-21.8821113,,,
Sportbarinn Ölver,Social & nightlife,Pub,Reykjavik,,https://sportbarinn.is,64.1340289,-21.8681846,,,
Spot,Social & nightlife,Pub,Reykjavik,,,64.1000842,-21.8768442,,,
Stúdentakjallarinn,Social & nightlife,Pub,Reykjavik,,https://www.studentakjallarinn.is/,64.1400828,-21.9500477,,,
Studio,Social & nightlife,Bar,Reykjavik,,,64.1458239,-21.9324702,,,
Svarta Kaffið,Social & nightlife,Pub,Reykjavik,,,64.1444939,-21.9234949,,,
The Downtown Bar,Social & nightlife,Bar,Reykjavik,,,64.1466293,-21.9376729,,,
The Drunk Rabbit,Social & nightlife,Pub,Reykjavík,Reykjavík,,64.1479756,-21.9401534,,,
The Dubliner,Social & nightlife,Pub,Reykjavik,,,64.1485454,-21.9402744,,,
The English Pub,Social & nightlife,Pub,Austurstræti,"Austurstræti 12, 101 Reykjavík",https://www.enskibarinn.is,64.1475636,-21.9392855,,,
The Irishman Pub,Social & nightlife,Pub,Reykjavik,,,64.1460619,-21.9288021,,,
The Jungle Cocktail Bar,Social & nightlife,Bar,Reykjavík,Reykjavík,https://www.facebook.com/jungle.rvk/,64.1478476,-21.9396283,,,
The Roof,Social & nightlife,Bar,Austurbakki,"Austurbakki 2, 101",https://www.editionhotels.com/reykjavik/restaurants-and-bars/the-roof/,64.1498465,-21.9351151,,,
Tipsy,Social & nightlife,Bar,Laugavegur,"Laugavegur 1, 101 Reykjavík",,64.1483738,-21.9404822,,,
Tjarnarbarinn,Social & nightlife,Bar,Reykjavík,Reykjavík,,64.1461514,-21.9435813,,,
Tres Locos,Social & nightlife,Bar,Reykjavik,,,64.1481512,-21.940294,,,
Uppi,Social & nightlife,Bar,Reykjavik,,,64.147702,-21.9422747,,,
Uppsalir,Social & nightlife,Bar,Reykjavík,Reykjavík,http://en.hotelcentrum.is/about-us/uppsalir,64.1474475,-21.9425607,,,
Veður,Social & nightlife,Bar,Klapparstígur,"Klapparstígur 33, 101",https://vedurbarinn.is/,64.1455096,-21.9292609,,,
Vietnamskar veitingar,Social & nightlife,Bar,Reykjavik,,,64.1051768,-21.8151424,,,
Vox Bar,Social & nightlife,Bar,Suðurlandsbraut,"Suðurlandsbraut 2, 108 Reykjavík",,64.1397147,-21.8893564,,,
Þingholtsbar,Social & nightlife,Bar,Þingholtsstræti,"Þingholtsstræti 3-5, 101",,64.1464988,-21.9343741,,,
101 Bistro,Food & drink,Restaurant,Austurstræti,"Austurstræti 3, 101 Reykjavík",https://101bistro.is,64.1479859,-21.9404421,,,
1st floor Kaffi Bar,Food & drink,Cafe,Reykjavik,,,64.1434276,-21.9158514,,,
27 Mathús & Bar,Food & drink,Restaurant,Víkurhvarf,"Víkurhvarf 1, 203 Kópavogur",https://www.27mathus.is/,64.0940881,-21.8087989,,,
2Guys,Food & drink,Restaurant,Reykjavik,,,64.1431867,-21.9149021,,,
A. Hansen,Food & drink,Restaurant,Vesturgata,"Vesturgata, 220",https://www.ahansen.is,64.0699391,-21.9589682,,,
AALTO Bistro,Food & drink,Cafe,Sturlugata,"Sturlugata 5, 102 Reykjavík",http://www.aalto.is,64.1382066,-21.9466704,,,
Aleppo Cafe,Food & drink,Cafe,Tryggvagata,"Tryggvagata 13, 101 Reykjavík",,64.1496343,-21.9419088,,,
Álfagarðurinn,Food & drink,Cafe,Reykjavik,,http://www.alfagardurinn.is,64.0716067,-21.9569218,,,
Ali Baba,Food & drink,Restaurant,Reykjavik,,https://alibaba.is/en/,64.150736,-21.7891392,,,
American Style,Food & drink,Restaurant,Nýbýlavegur,"Nýbýlavegur 22, 200 Kópavogur",,64.1140748,-21.891385,,,
Apotek,Food & drink,Restaurant,Austurstræti,"Austurstræti 16, 101 Reykjavík",https://www.apotek.is,64.1474266,-21.9385041,,,
Arabian Taste,Food & drink,Restaurant,Reykjavik,,,64.1436537,-21.9181709,,,
Askur,Food & drink,Restaurant,Reykjavik,,https://askur.is/,64.1399239,-21.8853434,,,
Austur Indíafélagið,Food & drink,Restaurant,Hverfisgata,"Hverfisgata 56, 101 Reykjavík",https://www.austurindia.is/,64.1456641,-21.9256464,,,
B bar Iþta,Food & drink,Restaurant,Reykjavik,"1, 101",,64.1491281,-21.9417772,,,
Baboo Tea,Food & drink,Cafe,Reykjavik,,,64.1460218,-21.9331298,,,
BakaBaka,Food & drink,Restaurant,Bankastræti,"Bankastræti 2, 101 Reykjavík",https://www.bakabaka.is/,64.146912,-21.9357708,,,
Bakarameistarinn,Food & drink,Cafe,Reykjavik,,,64.1337416,-21.8682651,,,
Bakarí Kaffihús,Food & drink,Restaurant,Borgartún,"Borgartún, 105",,64.1461263,-21.8997266,,,
Bakhúsið,Food & drink,Restaurant,Reykjavik,,,64.0803911,-21.9472531,,,
Bambus,Food & drink,Restaurant,Reykjavik,,,64.1451287,-21.9082588,,,
Ban Kúnn,Food & drink,Restaurant,Reykjavik,,,64.0525757,-21.9793422,,,
Ban Thai,Food & drink,Restaurant,Laugavegur,"Laugavegur 130, 105 Reykjavík",,64.142915,-21.911988,,,
Bankinn Bistro,Food & drink,Restaurant,Mosfellsbær,Mosfellsbær,,64.1671506,-21.6986112,,,
Barber Bistro Bar,Food & drink,Cafe,Reykjavik,,http://www.barberbistro.is,64.1440632,-21.9212689,,,
Bastard,Food & drink,Restaurant,Vegamótastígur,"Vegamótastígur, 101 Reykjavík",https://bastard.is/,64.1457425,-21.9307468,,,
Bergsson Mathús,Food & drink,Restaurant,Reykjavik,101,https://bergsson.is/,64.1463101,-21.9398907,,,
Bergsson RE,Food & drink,Cafe,Reykjavik,,https://bergsson.is/,64.1542413,-21.9451227,,,
Bjórgarðurinn,Food & drink,Restaurant,Reykjavik,,https://www.bjorgardurinn.is/,64.1444824,-21.9099266,,,
Blik Bistro,Food & drink,Restaurant,Æðarhöfði,Æðarhöfði 36,https://www.blikbistro.is/,64.1661717,-21.7347298,,,
Bókasamlagið,Food & drink,Cafe,Skipholt,Skipholt 19,https://www.bokasamlagid.is/,64.1412097,-21.9054368,,,
Bombay Bazaar,Food & drink,Restaurant,Reykjavik,,,64.138238,-21.8844132,,,
Borg Restaurant,Food & drink,Restaurant,Reykjavik,,,64.1469411,-21.9387911,,,
Bragðlaukar,Food & drink,Restaurant,Gnoðarvogur,"Gnoðarvogur 44, 104 Reykjavík",https://bragdlaukar.is/,64.1305052,-21.8615377,,,
Bragðlaukar,Food & drink,Restaurant,Urðarhvarf,"Urðarhvarf 4, 203 Kópavogur",https://bragdlaukar.is/,64.0960954,-21.8068977,,,
Bragginn,Food & drink,Restaurant,Reykjavik,,,64.1221912,-21.9301479,,,
Brasserie Krasnes,Food & drink,Restaurant,Hafnarbraut,"Hafnarbraut 13b, 200 Kópavogur",https://brasseriekarsnes.is/,64.1130297,-21.9376702,,,
Brikk - brauð & eldhús,Food & drink,Cafe,Hafnarbraut,"Hafnarbraut 15 c, 200 Kópavogur",https://brikk.is,64.1130062,-21.9389896,,,
Bríó Nr. 1,Food & drink,Restaurant,Reykjavik,,,64.1532432,-21.9504535,,,
Bruggstofan,Food & drink,Restaurant,Snorrabraut,Snorrabraut 56,https://www.bruggstofan.com/,64.1397328,-21.8992057,,,
Brut,Food & drink,Restaurant,Reykjavik,,,64.1481521,-21.93838,,,
Bryggjan Brugghús,Food & drink,Restaurant,Grandagarður,"Grandagarður 8, 101 Reykjavík",https://www.bryggjanbrugghus.is/,64.1530234,-21.9493305,,,
Café Babalú,Food & drink,Cafe,Skólavörðustígur,"Skólavörðustígur 22a, 101",,64.1440779,-21.9301631,,,
Café Bristól,Food & drink,Cafe,Reykjavik,,,64.1405945,-21.7532633,,,
Café Haiti,Food & drink,Cafe,Reykjavik,,,64.1507385,-21.9433757,,,
Café Loki,Food & drink,Cafe,Lokastígur,"Lokastígur 28, 101",https://loki.is/,64.1424313,-21.9288498,,,
Café Meski,Food & drink,Cafe,Faxafen,"Faxafen 9, 108",,64.1296347,-21.8651953,,,
Café Rósenberg,Food & drink,Cafe,Vesturgata,"Vesturgata 3, 101",,64.1487881,-21.9420487,,,
Castello,Food & drink,Restaurant,Reykjavik,,,64.1044794,-21.876222,,,
Castello,Food & drink,Restaurant,Dalshraun,"Dalshraun 13, 220 Hafnarfjörður",https://castello.is,64.0797355,-21.9423108,,,
Coocoo's Nest,Food & drink,Cafe,Grandagarður,"Grandagarður 23, 101 Reykjavík",https://www.coocoosnest.is/,64.1535713,-21.9487356,,,
Craft Burger Kitchen,Food & drink,Restaurant,Nýbýlavegur,"Nýbýlavegur 8, 200 Kópavogur",https://cbk.is,64.1142896,-21.8960358,,,
Culiacan,Food & drink,Restaurant,Reykjavik,,,64.1399248,-21.8857805,,,
Dalur,Food & drink,Cafe,Reykjavik,,,64.1465017,-21.8747295,,,
Dass Reykjavík,Food & drink,Restaurant,Vegamótastígur,"Vegamótastígur 7, 101 Reykjavík",https://www.dassreykjavik.is,64.1455522,-21.9305474,,,
Deli,Food & drink,Cafe,Mýrargata,"Mýrargata 12, 101 Reykjavík",https://www.icelandairhotels.com/hotels/reykjavikmarina,64.1512495,-21.9471832,,,
Dill,Food & drink,Restaurant,Laugavegur,"Laugavegur 59, 101 Reykjavík",https://www.dillrestaurant.is/,64.1445363,-21.922476,Q30612216,CC BY 2.0,/place-images/reykjavik/dill-0aeca160.jpg
Dillon Kjallarinn,Food & drink,Restaurant,Laugavegur,"Laugavegur 30, 101",,64.14526,-21.9273785,,,
Dirty Burger & Ribs,Food & drink,Restaurant,Austurstræti,"Austurstræti 10, 101 Reykjavík",https://dbr.is/,64.1476858,-21.9400096,,,
Djúsi Sushi,Food & drink,Restaurant,Reykjavik,,,64.1476514,-21.9381376,,,
Dong Huang,Food & drink,Restaurant,Reykjavíkurvegur,"Reykjavíkurvegur, 220",,64.0793994,-21.9484406,,,
Dragon Dim Sum,Food & drink,Restaurant,Reykjavik,,,64.1504343,-21.9430377,,,
Duck and Rose,Food & drink,Cafe,Austurstræti,"Austurstræti 14, 101 Reykjavík",https://www.facebook.com/duckandroservk/,64.1474984,-21.9389465,,,
Durum,Food & drink,Restaurant,Reykjavik,,,64.1448312,-21.9252418,,,
EIRIKSDOTTIR Gróska,Food & drink,Restaurant,Reykjavik,,https://eiriksdottir.is/,64.1362611,-21.9473954,,,
Eiriksson Brasserie,Food & drink,Restaurant,Reykjavik,,,64.1438537,-21.9192324,,,
Eldofninn,Food & drink,Restaurant,Bústaðavegur,"Bústaðavegur, 108 Reykjavík",https://eldofninn.is/,64.1221614,-21.8755795,,,
Eldsmiðjan,Food & drink,Restaurant,Laugavegur,"Laugavegur 81, 101 Reykjavík",https://eldsmidjan.is/,64.1437116,-21.9187121,,,
Eldsmíðjan,Food & drink,Restaurant,Reykjavik,,,64.1393119,-21.8813942,,,
Eldur og Ís,Food & drink,Cafe,Skólavörðustígur,"Skólavörðustígur, 101 Reykjavík",,64.146287,-21.933134,,,
Enoteca,Food & drink,Restaurant,Reykjavik,,,64.1476636,-21.9379954,,,
Esjustofa,Food & drink,Restaurant,Mógilsárvegur,"Mógilsárvegur 1, 162",,64.2092638,-21.7124023,,,
Finsen,Food & drink,Restaurant,Reykjavik,,,64.1476227,-21.9381644,,,
Fiskfélagið,Food & drink,Restaurant,Vesturgata,"Vesturgata 2a, 101",https://www.fiskfelagid.is/,64.1489232,-21.9415366,,,
Fiskmarkaðurinn,Food & drink,Restaurant,Aðalstræti,"Aðalstræti 12, 101 Reykjavík",https://fiskmarkadurinn.is/,64.1477313,-21.9422603,,,
Fjalakötturinn,Food & drink,Restaurant,Reykjavík,Reykjavík,,64.1474866,-21.9424345,,,
Fjallkonan,Food & drink,Restaurant,Hafnarstræti,"Hafnarstræti 1-3, 101 Reykjavík",https://fjallkona.is,64.1484244,-21.9408498,,,
Fjárhúsið,Food & drink,Restaurant,Reykjavik,,https://fjarhusid.com,64.1432698,-21.9143228,,,
Fjörukráin,Food & drink,Restaurant,Reykjavik,,,64.065204,-21.9559594,,,
Flatbakan,Food & drink,Restaurant,Bæjarlind,"Bæjarlind 2, 201 Kópavogur",https://www.flatbakan.is/,64.0992579,-21.8743862,,,
Flatbakan,Food & drink,Restaurant,Bíldshöfði,"Bíldshöfði 9, 109 Reykjavík",https://www.flatbakan.is/,64.1260898,-21.8213494,,,
Flatey,Food & drink,Restaurant,Grandagarður,"Grandagarður 11, 101 Reykjavík",https://www.flateypizza.is/,64.1532834,-21.9501013,,,
Flatey,Food & drink,Restaurant,Kringlan,"Kringlan, 103 Reykjavík",https://www.flateypizza.is/,64.1301098,-21.8943738,,,
FlyOver Iceland,Food & drink,Cafe,Reykjavik,,,64.1565775,-21.9487861,,,
Fönix,Food & drink,Restaurant,Reykjavik,,,64.1251742,-21.8205283,,,
Forréttabarinn,Food & drink,Restaurant,Nýlendugata,"Nýlendugata 14, 101 Reykjavík",https://www.forrettabarinn.is/,64.1507948,-21.946257,,,
Fresco,Food & drink,Restaurant,Reykjavik,,,64.130927,-21.8664744,,,
Friðrik V,Food & drink,Restaurant,Laugavegur,"Laugavegur 60, 101 Reykjavík",,64.144329,-21.9225112,,,
Fuku Mama,Food & drink,Restaurant,Reykjavik,,,64.1476379,-21.9380075,,,
Funky Bhangra,Food & drink,Restaurant,Reykjavik,,,64.1477473,-21.9383186,,,
Gamla bókasafnið,Food & drink,Cafe,Reykjavik,,,64.0681357,-21.9513726,,,
Gamla Ísland,Food & drink,Restaurant,Laugavegur,"Laugavegur 72, 101",https://oldiceland.is/,64.1438749,-21.9203524,,,
Gandhi,Food & drink,Restaurant,Reykjavik,,https://gandhi.is/,64.1446341,-21.9330248,,,
Garðurinn,Food & drink,Cafe,Reykjavik,,https://kaffigardurinn.is/,64.1447998,-21.9297363,,,
Gardurinn Klappastigur,Food & drink,Restaurant,Reykjavik,,https://kaffigardurinn.is/,64.1464074,-21.9284409,,,
Geiri Smart,Food & drink,Restaurant,Hverfisgata,"Hverfisgata 32, 101 Reykjavík",,64.1464103,-21.9295394,,,
Gló,Food & drink,Restaurant,Laugavegur,"Laugavegur 20b, 101",https://www.glo.is/,64.1456269,-21.9294523,,,
Gló,Food & drink,Restaurant,Reykjavik,,,64.1408532,-21.8858143,,,
Gló,Food & drink,Restaurant,Fákafen,"Fákafen 11, 108 Reykjavík",https://www.glo.is/,64.1295036,-21.8642075,,,
Glósteinn,Food & drink,Restaurant,Nethylur,"Nethylur 2, 110 Reykjavík",https://glosteinn.is/,64.121466,-21.8127601,,,
Grái kötturinn,Food & drink,Cafe,Reykjavik,,,64.146947,-21.9323266,,,
Grillhúsið,Food & drink,Restaurant,Bústaðavegur,"Bústaðavegur 153, 108",,64.1205771,-21.8480786,,,
Grillmarkaðurinn,Food & drink,Restaurant,Reykjavik,,,64.1471522,-21.9373009,,,
Grýtan,Food & drink,Restaurant,Reykjavik,,,64.1451578,-21.9185511,,,
Háma,Food & drink,Restaurant,Reykjavik,,https://www.fs.is/is/hama/,64.1400117,-21.9502109,,,
Hamboragar bullan,Food & drink,Restaurant,Reykjavik,,,64.1507525,-21.7892162,,,
Hamborgarafabrikkan,Food & drink,Restaurant,Katrínartún,"Katrínartún 2, 105",https://fabrikkan.is/,64.1451465,-21.9072053,,,
Hannesarholt,Food & drink,Restaurant,Reykjavik,,,64.1442763,-21.9356448,,,
Happ,Food & drink,Restaurant,Reykjavik,,,64.1447404,-21.907733,,,
Hard Rock Cafe,Food & drink,Restaurant,Reykjavik,101,https://hardrock.com/,64.1469665,-21.9371682,,,
Harry's,Food & drink,Restaurant,Reykjavik,,,64.1407039,-21.9146764,,,
Harry's Restaurant,Food & drink,Restaurant,Laugavegur,"Laugavegur 84, 101 Reykjavík",,64.1435443,-21.9186055,,,
Haust Restaurant,Food & drink,Restaurant,Reykjavik,,https://www.haustrestaurant.is/,64.1443717,-21.9096144,,,
Héðinn Kitchen & Bar,Food & drink,Restaurant,Reykjavik,,,64.1519904,-21.9515698,,,
Hereford Steikhús,Food & drink,Restaurant,Reykjavik,,,64.1447244,-21.9235752,,,
Himalayan Spice Restaurant and Bar,Food & drink,Restaurant,Reykjavik,101,https://www.himalayanspice.is/,64.1509355,-21.9441117,,,
Hjartað,Food & drink,Restaurant,Reykjavik,,,64.105463,-21.8924673,,,
Höfnin,Food & drink,Restaurant,Reykjavik,,,64.1507929,-21.9432343,,,
Hornið,Food & drink,Restaurant,Reykjavík,Reykjavík,,64.1480398,-21.9381541,,,
Hraðlestin,Food & drink,Restaurant,Grensásvegur,"Grensásvegur 3, 108 Reykjavík",https://www.hradlestin.is/,64.1324723,-21.8727727,,,
Hraðlestin,Food & drink,Restaurant,Hverfisgata,"Hverfisgata, 101 Reykjavík",,64.145366,-21.9241135,,,
Hressó,Food & drink,Restaurant,Austurstræti,Austurstræti 20,https://hresso.com/,64.1473724,-21.9378009,,,
Hygge Coffee & Micro Bakery,Food & drink,Cafe,Reykjavik,,,64.1516795,-21.952573,,,
Icelandic Street Food,Food & drink,Restaurant,Reykjavik,,https://www.icelandicfoods.com/,64.1464497,-21.9380388,,,
Iða,Food & drink,Cafe,Vesturgata,"Vesturgata 2a, 101",http://ida.is/,64.1489442,-21.9414711,,,
Iðnó,Food & drink,Restaurant,Reykjavik,,,64.1458699,-21.9401854,,,
Indian Curry House,Food & drink,Restaurant,Vesturgata,"Vesturgata 12, 101 Reykjavík",https://www.indiancurryhouse.is/,64.1496834,-21.9433458,,,
Indian Food Box,Food & drink,Restaurant,Langirimi,"Langirimi 21, 112 Reykjavík",https://indianfoodbox.is,64.1446187,-21.7924304,,,
Ís-Grill,Food & drink,Restaurant,Réttarholtsvegur,"Réttarholtsvegur 1, 108 Reykjavík",,64.1256841,-21.8634633,,,
Ísafold,Food & drink,Restaurant,Þingholtsstræti,"Þingholtsstræti 5, 101",https://www.isafoldrestaurant.com/,64.1463177,-21.9345903,,,
Joe & The Juice,Food & drink,Cafe,Reykjavik,,,64.1010275,-21.8827675,,,
Joe & The Juice,Food & drink,Cafe,Miklabraut,"Miklabraut, 103 Reykjavík",https://www.joeandthejuice.is,64.1319735,-21.8930998,,,
Joe & The Juice,Food & drink,Cafe,Birkimelur,"Birkimelur, 107",,64.1421207,-21.9528544,,,
Jómfrúin,Food & drink,Restaurant,Reykjavik,,,64.1468583,-21.937356,,,
Jörgensen Kitchen and Bar,Food & drink,Restaurant,Laugavegur,"Laugavegur 120, 105 Reykjavík",,64.142717,-21.9135008,,,
Kaffi Flóran,Food & drink,Cafe,Reykjavik,,https://www.floran.is/,64.1401579,-21.8686526,,,
Kaffi laugalækur,Food & drink,Cafe,Laugarnesvegur,Laugarnesvegur 74a,https://www.laekur.is/,64.1486428,-21.8850257,,,
Kaffi Ó-le,Food & drink,Cafe,Reykjavik,,,64.1481946,-21.9391863,,,
Kaffibrennslan,Food & drink,Cafe,Laugavegur,"Laugavegur 21, 101 Reykjavík",,64.1458137,-21.9293863,,,
Kaffifélagið,Food & drink,Cafe,Skólavörðustígur,"Skólavörðustígur, 101 Reykjavík",,64.145774,-21.932382,,,
Kaffihús Vesturbæjar,Food & drink,Cafe,Melhagi,"Melhagi 20-22, 107 Reykjavík",http://www.kaffihusvesturbaejar.is/,64.1440635,-21.9610945,,,
Kaffitár,Food & drink,Cafe,Reykjavik,,,64.10115,-21.8843789,,,
Kaffivagninn,Food & drink,Cafe,Grandagarður,"Grandagarður 10, 101 Reykjavík",,64.1535785,-21.9475391,,,
Kaktus Esperssobar,Food & drink,Cafe,Vitastígur,"Vitastígur 12, 101 Reykjavík",https://www.instagram.com/kaktusespressobar/,64.1438864,-21.9223052,,,
Kattakaffihúsið,Food & drink,Cafe,Reykjavik,,https://www.kattakaffihusid.is/,64.1450637,-21.9329138,,,
Kebab Grill,Food & drink,Restaurant,Reykjavik,,,64.1463166,-21.9382459,,,
Kínahofið,Food & drink,Restaurant,Nýbýlavegur,"Nýbýlavegur 20, 200 Kópavogur",,64.114058,-21.8917424,,,
